十五村小区21号楼,121.336622,30.708527,0.000000
十五村小区32号楼,121.337351,30.708060,0.000000
十五村小区34号楼,121.337653,30.708134,0.000000
石化十五村30号,121.337596,30.708356,0.000000
石化十五村31号,121.337661,30.708388,0.000000
石化十五村14号楼,121.336305,30.708728,0.000000
十五村小区,121.336945,30.708679,0.000000
十五村小区17号楼,121.337170,30.708801,0.000000
十五村小区25号楼,121.337411,30.708619,0.000000
十五村小区11号楼,121.337039,30.709208,0.000000
石化十一村,121.337154,30.711239,0.000000
石化十一村43号,121.338505,30.711227,0.000000
石化十五村23号,121.336922,30.708610,0.000000
十二村小区172号楼,121.340786,30.710456,0.000000
十二村小区126号楼,121.341311,30.711300,0.000000
十二村小区132号楼,121.341803,30.711219,0.000000
十二村小区170号楼,121.340305,30.710365,0.000000
十二村小区153号楼,121.341420,30.710817,0.000000
十二村小区87号楼,121.339327,30.711151,0.000000
石化十二村143-146号,121.340237,30.710664,0.000000
石化十二村117-120号,121.339737,30.710860,0.000000
石化十二村126号,121.341317,30.711317,0.000000
一村小区,121.333362,30.712043,0.000000
石化一村72号楼,121.333002,30.711668,0.000000
石化一村69号楼,121.333304,30.711972,0.000000
石化一村71号楼,121.333329,30.711877,0.000000
石化一村(金一东路),121.333917,30.713691,0.000000
石化一村45号,121.335638,30.713786,0.000000
量健自然健康家园(北随塘河路),121.334364,30.711889,0.000000
海棠一村,121.334237,30.713634,0.000000
石化一村46号楼,121.334417,30.713324,0.000000
石化一村41号楼,121.334337,30.713444,0.000000
石化一村66号楼,121.334001,30.712359,0.000000
石化一村53号楼,121.333759,30.712829,0.000000
石化一村47号楼,121.333712,30.713063,0.000000
石化一村27号楼,121.334277,30.713794,0.000000
石化一村20号楼,121.334457,30.714013,0.000000
石化十一村20号楼,121.335934,30.711402,0.000000
石化十一村23号楼,121.335964,30.711352,0.000000
驿宾楼南楼,121.338753,30.712010,0.000000
岱岚大楼,121.338029,30.713658,0.000000
嘉源,121.338707,30.712466,0.000000
石化八村西区,121.338407,30.713723,0.000000
石化十一村7号楼,121.337171,30.712349,0.000000
石化十一村58号楼,121.337153,30.711905,0.000000
石化十一村11号楼,121.337025,30.711856,0.000000
石化十一村10号楼,121.336597,30.712074,0.000000
石化十一村12号楼,121.336652,30.711881,0.000000
石化十一村26号楼,121.337890,30.711426,0.000000
石化十一村24号楼,121.336652,30.711410,0.000000
十二村小区,121.341093,30.711442,0.000000
石化十二村8-11号,121.341241,30.712396,0.000000
石化十二村3号,121.340133,30.712208,0.000000
石化十二村1号,121.339992,30.712138,0.000000
石化十二村64号,121.340532,30.711713,0.000000
石化十二村72号,121.341398,30.711846,0.000000
石化十二村102号,121.340865,30.711473,0.000000
石化十二村104号,121.341262,30.711527,0.000000
石化十二村105号,121.341587,30.711597,0.000000
十二村小区24号楼,121.340125,30.711931,0.000000
十二村小区68号楼,121.340699,30.711712,0.000000
石化十二村23号楼,121.340464,30.712024,0.000000
石化十二村22号楼,121.340923,30.712123,0.000000
石化十二村69号楼,121.340993,30.711783,0.000000
石化十二村70号楼,121.341132,30.711803,0.000000
石化十二村71号楼,121.341262,30.711822,0.000000
石化十二村76号楼,121.341800,30.711911,0.000000
石化十二村55号楼,121.339616,30.711505,0.000000
十二村小区18号楼,121.342756,30.712532,0.000000
石化十三村小区(蒙山路),121.344108,30.712315,0.000000
十二村小区16号楼,121.342252,30.712567,0.000000
十二村小区43号楼,121.341909,30.712208,0.000000
润七社区,121.342343,30.712917,0.000000
石化十二村51号,121.342818,30.712274,0.000000
石化十三村7号楼,121.343835,30.712872,0.000000
石化十三村8号楼,121.344029,30.712911,0.000000
石化十三村9号楼,121.344238,30.712939,0.000000
石化十三村36号楼,121.344372,30.712024,0.000000
石化十三村40号楼,121.343544,30.711328,0.000000
石化十三村17号楼,121.343463,30.712486,0.000000
石化十二村42号楼,121.341881,30.712251,0.000000
鸿芸小区,121.345970,30.712885,0.000000
芸海大楼,121.345696,30.712584,0.000000
石化十三村14号楼,121.345403,30.713104,0.000000
石化十三村13号楼,121.345043,30.713099,0.000000
石化十三村11号楼,121.344650,30.713025,0.000000
鸿海大楼,121.346016,30.713221,0.000000
石化二村238号,121.332819,30.715562,0.000000
石化二村255号楼,121.332562,30.715945,0.000000
石化一村2号楼,121.332870,30.714450,0.000000
金科经济小区,121.336320,30.716147,0.000000
上海金育经济小区,121.336180,30.716744,0.000000
石化一村29号楼,121.334891,30.715559,0.000000
石化一村59号楼,121.334891,30.715559,0.000000
隆安大楼,121.335017,30.715647,0.000000
上海金科经济小区管理委员会,121.337196,30.716045,0.000000
石化六村,121.340965,30.715784,0.000000
石化六村649-652号,121.341444,30.716360,0.000000
石化六村656-659号,121.341379,30.716584,0.000000
石化八村,121.341635,30.714421,0.000000
九胜房地产,121.343698,30.715408,0.000000
石化街道七村小区,121.343561,30.716287,0.000000
石化街道九村小区,121.344172,30.714400,0.000000
石化八村东区,121.341886,30.714105,0.000000
石化七村707号楼,121.343927,30.715663,0.000000
石化六村635-636号,121.342037,30.715692,0.000000
石化七村730号楼,121.343870,30.715924,0.000000
石化六村644-645号,121.341950,30.716189,0.000000
石化七村717号楼,121.343978,30.715933,0.000000
石化六村638-639号,121.341998,30.715931,0.000000
石化九村942号,121.344401,30.714646,0.000000
石化九村922号楼,121.344516,30.714933,0.000000
石化九村952号楼,121.344193,30.714454,0.000000
广霖大楼,121.341946,30.714775,0.000000
石化七村725号楼,121.342633,30.715744,0.000000
石化七村742号楼,121.343418,30.716123,0.000000
石化七村739号楼,121.342545,30.715989,0.000000
石化七村22号楼,121.343534,30.716198,0.000000
石化七村748号楼,121.342499,30.716295,0.000000
石化七村753号楼,121.343846,30.716485,0.000000
十村小区,121.346281,30.715559,0.000000
上海金山区沪润食品健康家园,121.345122,30.715389,0.000000
石化十村54号楼,121.346109,30.715842,0.000000
石化九村926号楼,121.345566,30.715243,0.000000
石化九村911号楼,121.345104,30.715379,0.000000
石化九村957号楼,121.345971,30.714577,0.000000
石化七村737号楼,121.345454,30.716199,0.000000
石化十村41号楼,121.346541,30.715690,0.000000
石化九村955号,121.345508,30.714472,0.000000
石化十村40号楼,121.346950,30.715720,0.000000
石化十村,121.347612,30.716146,0.000000
石化十村31号楼,121.348066,30.715574,0.000000
石化十村89号楼,121.347348,30.716135,0.000000
石化十村39号楼,121.347349,30.715760,0.000000
石化三村小区,121.332637,30.717835,0.000000
石化三村342号楼,121.332261,30.717986,0.000000
石化三村319号楼,121.332072,30.717506,0.000000
石化三村318号楼,121.332421,30.717506,0.000000
石化三村330号楼,121.332864,30.717651,0.000000
石化三村317号,121.333569,30.717583,0.000000
石化四村小区,121.336122,30.717808,0.000000
石化四村460号,121.335854,30.717911,0.000000
石化四村453号,121.335948,30.717718,0.000000
石化四村421号楼,121.336226,30.717653,0.000000
石化四村416号楼,121.335311,30.716941,0.000000
石化四村468号楼,121.335816,30.718129,0.000000
广安小区(隆安路),121.338291,30.719288,0.000000
金山第二工业区经济小区,121.338646,30.717143,0.000000
盛安大楼,121.337431,30.719392,0.000000
石化四村441号,121.336688,30.717669,0.000000
石化四村408号,121.337127,30.717197,0.000000
临潮一村,121.343742,30.719061,0.000000
石化七村769号楼,121.343276,30.716913,0.000000
石化七村765号楼,121.344421,30.716869,0.000000
石化街道临潮三村小区,121.346879,30.718230,0.000000
都市家园,121.345505,30.717065,0.000000
石化十村165号,121.346923,30.717212,0.000000
石化七村774号楼,121.344960,30.717047,0.000000
石化十村158号楼,121.348070,30.717272,0.000000
石化十村156号楼,121.347909,30.717245,0.000000
石化十村155号楼,121.347832,30.717231,0.000000
石化十村150号楼,121.347346,30.717147,0.000000
石化十村131号楼,121.347471,30.716818,0.000000
临潮大楼,121.348407,30.718273,0.000000
临波大楼,121.348205,30.718620,0.000000
梅州新村201号楼,121.335463,30.721469,0.000000
梅州新村(隆安路),121.337620,30.720981,0.000000
梅州新村130号,121.337331,30.721397,0.000000
梅州新村60号楼,121.337855,30.720538,0.000000
